,-1,0,1
1198,thrust,mucous,
1199,thin,mucus,
1200,pamphlet,liquefy,
1201,written,encouragement,
1202,crouched,meekly,
1203,shins,droning,
1204,guessed,gurgle,
1205,six,liquefying,
1206,hoarse,sullenly,
1207,shouting,unyielding,
1208,help,puke,
1209,prospect,precarious,
1210,crimes,laborious,
1211,entertainment,dabbing,
1212,historical,humiliated,
1213,shows,ensconced,
1214,rape,corduroy,
1215,murder,unnerving,
1216,torture,reproachful,
1217,wanting,tofu,
1218,terrified,odour,
1219,helens,incuriously,
1220,shivered,glumly,
1221,wide,bioscience,
1222,pinched,cupboard,
1223,cheeks,aligned,
1224,pale,unscrews,
1225,faces,quantity,
1226,served,prohibited,
1227,seals,devouring,
1228,whimpered,whimpering,
1229,unshaven,inducing,
1230,lighting,tumour,
1231,excitement,jabs,
1232,reflexively,dribbling,
1233,giggled,toppling,
1234,nice,burglar,
1235,harden,croissant,
1236,upright,accumulated,
1237,stained,ricochets,
1238,speed,murphy,
1239,lashed,jokey,
1240,brushing,phlegm,
1241,shall,turtle,
1242,croaked,clampdown,
1243,understand,phenomena,
1244,looks,insanely,
1245,james,scrutiny,
1246,name,errors,
1247,crumpled,circumspect,
1248,assured,menacingly,
1249,illegal,contraband,
1250,constructs,singapore,
1251,collaborating,amateurs,
1252,trusted,underprivileged,
1253,stared,sephuma,
1254,trying,miraculously,
1255,import,denominator,
1256,quicker,impenetrable,
1257,uptake,trashing,
1258,according,acquiescence,
1259,frame,pipeline,
1260,copied,nonplussed,
1261,illegally,benevolence,
1262,consent,usefulness,
1263,rocks,tummy,
1264,torturing,oooh,
1265,focused,leftovers,
1266,sentence,blotchy,
1267,yawning,jutted,
1268,shook,seamlessly,
1269,sadly,sideburns,
1270,seventy,establishment,
1271,years,scumbags,
1272,latest,chirpy,
1273,line,pinching,
1274,sorry,impractical,
1275,pang,pitted,
1276,welling,junkies,
1277,nausea,solidifies,
1278,play,absurdity,
1279,wring,eagle,
1280,anything,huddled,
1281,contempt,shitfaced,
1282,dismissed,hoax,
1283,conversation,scuffle,
1284,depends,bodywork,
1285,cover,album,
1286,blown,ugliness,
1287,destroy,alarming,
1288,evidence,inexorable,
1289,whether,martyr,
1290,manage,bristling,
1291,wipe,bouquets,
1292,reside,meticulously,
1293,manages,martyrdom,
1294,licked,leprosy,
1295,dealing,casualness,
1296,alter,incredulity,
1297,hot,lemming,
1298,trail,siphoning,
1299,leaders,spying,
1300,harm,crumpling,
1301,fingered,endorphin,
1302,sleeve,goodwill,
1303,twelve,formula,
1304,judys,metabolism,
1305,sister,lyric,
1306,sake,underestimating,
1307,convenience,humiliating,
1308,sometimes,pathological,
1309,called,ingenious,
1310,listened,apprehensive,
1311,threaded,perversely,
1312,struggling,posting,
1313,booked,methodically,
1314,session,aggrieved,
1315,trap,undignified,
1316,feebly,vulnerability,
1317,paused,obediently,
1318,letting,claustrophobia,
1319,events,gushing,
1320,course,ebbing,
1321,clever,gagging,
1322,programmed,phosphorescence,
1323,effects,exhilarated,
1324,impassive,frankfurt,
1325,admire,luddite,
1326,pick,unwieldy,
1327,traps,vigilantes,
1328,certain,zoo,
1329,added,http,
1330,ff,kawaii,
1331,murmured,pandemic,
1332,measure,arbitrary,
1333,possible,plotted,
1334,pill,tripping,
1335,swallowed,provocative,
1336,isolate,swanky,
1337,gets,snaking,
1338,even,debut,
1339,froze,exhibited,
1340,motionless,coincidentally,
1341,slight,synchronicity,
1342,widening,retrieval,
1343,horror,graciously,
1344,close,george,
1345,barely,marguerite,
1346,killed,kearney,
1347,inhabited,arnie,
1348,null,lolling,
1349,whining,preexisting,
1350,cares,seldom,
1351,sweet,flabby,
1352,reason,dividing,
1353,hope,mandelbrot,
1354,friends,paisleys,
1355,wiped,massaging,
1356,thinking,supreme,
1357,aloud,incurably,
1358,surely,bdee,
1359,backup,ivy,
1360,reflection,patronage,
1361,hit,physician,
1362,breath,hefted,
1363,worst,offset,
1364,bear,dubiously,
1365,contemplating,squawk,
1366,awoke,disorderly,
1367,boiling,wharf,
1368,anger,salvageable,
1369,cooled,auditorium,
1370,weak,handcam,
1371,ashamed,bailiff,
1372,table,surveying,
1373,tray,timidly,
1374,instruments,attorney,
1375,need,vs,
1376,talk,confidentiality,
1377,message,handholds,
1378,undetected,ahold,
1379,picked,roost,
1380,sweep,conglomerate,
1381,vain,honcho,
1382,doubt,bathtub,
1383,listen,gypsy,
1384,word,quantities,
1385,bring,leisurely,
1386,changes,diabetics,
1387,believed,renaissance,
1388,saying,compatibility,
1389,murdered,hawkers,
1390,crisply,peddlers,
1391,murderer,advocacy,
1392,stopped,clamoring,
1393,calm,mcnabb,
1394,impossible,tolerance,
1395,afraid,bureaucratic,
1396,whisper,ransom,
1397,justinian,proliferating,
1398,weeks,undoing,
1399,elapsed,admitting,
1400,arrival,mcnabbs,
1401,gateway,amenities,
1402,increasingly,bizarro,
1403,wondering,glamorous,
1404,subjective,zapping,
1405,compete,rivalry,
1406,exhaustion,oblique,
1407,rear,neurotic,
1408,flier,tumult,
1409,ramp,absurdly,
1410,dropping,kansas,
1411,early,helplessly,
1412,yawn,sneering,
1413,sigh,unquote,
1414,shifted,reconcile,
1415,baby,abbreviated,
1416,hip,folknet,
1417,son,gossip,
1418,darkness,edgar,
1419,revealed,excerpt,
1420,opening,snippets,
1421,bah,sunroof,
1422,earnestly,speculatively,
1423,stinking,topic,
1424,cabin,ifit,
1425,gap,jogged,
1426,bad,cuisine,
1427,matched,taping,
1428,dropped,revolted,
1429,exterior,tolling,
1430,lights,embezzlement,
1431,illuminating,honked,
1432,finger,scooping,
1433,mud,chubby,
1434,sticky,hitching,
1435,calming,unrolling,
1436,yellow,corresponded,
1437,home,awfully,
1438,past,sizzling,
1439,garish,hostility,
1440,highlights,farewell,
1441,shadows,painstakingly,
1442,mirror,offhandedly,
1443,whole,dumbfounded,
1444,jumble,substituted,
1445,tired,bonelessly,
1446,bean,solomon,
1447,pod,hefting,
1448,buried,incredulously,
1449,thirty,flushing,
1450,halfway,unfathomable,
1451,leslie,quota,
1452,robot,technological,
1453,ship,hyperactive,
1454,apologetic,treadmill,
1455,blur,multitude,
1456,foot,fantasies,
1457,difficult,cluttered,
1458,sure,sizable,
1459,fractal,pharmaceuticals,
1460,ten,raiding,
1461,centimeter,baroque,
1462,region,punctuated,
1463,neither,numerous,
1464,described,ahem,
1465,claimed,produce,
1466,cordon,stigmata,
1467,darkly,quotient,
1468,suspected,upcoming,
1469,excuse,doughnut,
1470,sharply,emancipated,
1471,stay,doughnuts,
1472,dumped,midget,
1473,slipped,loftily,
1474,slithered,kazin,
1475,surroundings,savvy,
1476,dreaming,iodine,
1477,warped,bustling,
1478,slick,wariness,
1479,reddish,renegades,
1480,drops,retrospect,
1481,rapidly,idiosyncratic,
1482,clothes,boggled,
1483,stench,cherokee,
1484,nose,subsistence,
1485,till,homegrown,
1486,visited,deceptively,
1487,fourteen,enamored,
1488,pods,periodically,
1489,planet,alphabet,
1490,unpleasant,jurassic,
1491,rested,biznet,
1492,bank,paragraph,
1493,unchanged,gougers,
1494,state,glorified,
1495,smooth,hm,
1496,kidney,auspices,
1497,size,subsequent,
1498,curl,esoteric,
1499,fetal,erstwhile,
1500,velvet,potato,
1501,bands,endocrine,
1502,schr,tinnily,
1503,dinger,decoding,
1504,boxes,dendrite,
1505,scattered,dendrites,
1506,eager,axon,
1507,child,custom,
1508,eye,obsolete,
1509,jump,frankenstein,
1510,fed,whiskey,
1511,conducting,inadvertently,
1512,interviews,soberly,
1513,questions,shyly,
1514,receiving,incomprehensible,
1515,answers,photographed,
1516,getting,neurosurgeon,
1517,belief,groggy,
1518,amazing,gobble,
1519,fooled,spooky,
1520,shell,vomiting,
1521,besides,expertise,
1522,bvbs,tremendously,
1523,short,illustrating,
1524,replied,therapeutic,
1525,thigh,recipients,
1526,passive,tropism,
1527,suit,lunchtime,
1528,waited,adapting,
1529,scan,ruddy,
1530,interesting,incidentally,
1531,colonists,topanga,
1532,bvb,bizarrely,
1533,sitting,mystical,
1534,breakfast,reliable,
1535,shiver,phenomenon,
1536,reminded,gawky,
1537,doubly,manuel,
1538,remote,expansively,
1539,lost,asylum,
1540,floated,flunky,
1541,galaxies,smallpox,
1542,outsider,fabulously,
1543,group,fdsa,
1544,millions,pornographic,
1545,sky,monkey,
1546,milky,jockeying,
1547,monochrome,tombstone,
1548,rainbow,grapefruit,
1549,fuzzy,mortgage,
1550,strangeness,gourmet,
1551,concerned,tidbits,
1552,diminished,bottomless,
1553,traveled,pharmaceutical,
1554,treading,thyself,
1555,dreams,macabre,
1556,thoughtful,throwback,
1557,known,hermetically,
1558,conceived,dignified,
1559,discovered,spoils,
1560,external,outlaws,
1561,cluster,hobbies,
1562,formations,quitting,
1563,implied,uselessness,
1564,operating,roiling,
1565,fact,coaxing,
1566,similar,canadaytime,
1567,continued,flamingo,
1568,glowing,elvis,
1569,rubbery,rockabillies,
1570,balance,synthesize,
1571,spaces,synthesizers,
1572,observed,guerstein,
1573,begin,vlad,
1574,contract,balky,
1575,interrupted,endlessly,
1576,wearily,chestnut,
1577,struck,lapping,
1578,children,fitfully,
1579,become,peacock,
1580,innocent,homemade,
1581,detail,ignited,
1582,coolly,clawlike,
1583,incredibly,tactful,
1584,figured,luxurious,
1585,scientific,jockey,
1586,survey,midway,
1587,team,duplicated,
1588,equally,energized,
1589,respect,crucified,
1590,crouching,wholesome,
1591,slippery,slashing,
1592,careless,unperturbed,
1593,rolling,disliked,
1594,slope,emphasis,
1595,tangled,unreasonable,
1596,pipe,unbearable,
1597,slightest,futile,
1598,stops,beefed,
1599,contracting,allotted,
1600,expand,einstein,
1601,cut,aroma,
1602,wistful,cutoff,
1603,band,frustrating,
1604,named,bonus,
1605,song,overpriced,
1606,apparently,gullible,
1607,supple,dissipated,
1608,rearrange,umpt,
1609,pause,slumping,
1610,mode,softening,
1611,wake,jowls,
1612,sounded,cafeteria,
1613,embarrassed,badass,
1614,mechanism,spotting,
1615,potentials,uncomprehendingly,
1616,arranged,olympic,
1617,achieve,unrelated,
1618,yawned,onset,
1619,dawn,potatoes,
1620,approached,choreography,
1621,materializing,saluted,
1622,blackness,dutifully,
1623,obviously,discern,
1624,regular,nastily,
1625,acting,wavelengths,
1626,intelligence,nominally,
1627,least,discourage,
1628,equal,zipping,
1629,stripped,cienega,
1630,access,loathsome,
1631,vast,undulated,
1632,libraries,semidark,
1633,data,octopus,
1634,covered,solemnity,
1635,subjects,quirky,
1636,language,trickling,
1637,counselor,aristocratic,
1638,figure,ambience,
1639,thriving,benefactors,
1640,uses,benefactor,
1641,empathy,epilepsy,
1642,drug,ecstasy,
1643,mtph,emphasized,
1644,originally,overdeveloped,
1645,mainly,enthusiastic,
1646,retrain,dismayed,
1647,suppose,sociopath,
1648,speak,inhibitors,
1649,reasons,chemistry,
1650,failure,harvard,
1651,investigation,liqueur,
1652,sarcasm,copperthwait,
1653,lace,refinement,
1654,trouble,profitable,
1655,interviewed,enduring,
1656,reduced,impromptu,
1657,versions,gymnast,
1658,former,gracious,
1659,selves,nastiest,
1660,virtual,wetness,
1661,suicides,mouthpiece,
1662,silent,pandora,
1663,sound,recalcitrant,
1664,chose,liking,
1665,illuminated,maddened,
1666,bed,kangaroo,
1667,counsel,heelprint,
1668,specifically,vividly,
1669,wish,zooming,
1670,example,quilmar,
1671,databases,oxy,
1672,intact,theoretically,
1673,testing,buenos,
1674,test,mylar,
1675,together,whaddaya,
1676,uneasily,wiggled,
1677,uncomfortable,chattered,
1678,different,landlady,
1679,cycle,neglected,
1680,brain,snagged,
1681,functions,homegirl,
1682,every,hazardous,
1683,unstable,orchestra,
1684,frightening,eyepiece,
1685,paranoid,shedding,
1686,race,pinnacle,
1687,free,whipping,
1688,driving,fugitive,
1689,goal,topping,
1690,choose,cluttering,
1691,spit,keystrip,
1692,swim,magnificent,
1693,night,embellished,
1694,sink,royalty,
1695,drown,unseemly,
1696,noted,serfs,
1697,hesitation,pervasive,
1698,malfunctioned,quibble,
1699,nonetheless,hymn,
1700,leigh,cognac,
1701,sony,dialogue,
1702,cotard,sienna,
1703,syndrome,nostalgia,
1704,vr,wiggling,
1705,interfaces,zigzags,
1706,concentrated,harmlessly,
1707,interface,bashing,
1708,mesh,smashing,
1709,directed,dazedly,
1710,electromagnetic,maneuverability,
1711,fields,nickel,
1712,manipulating,prompt,
1713,nervous,calendar,
1714,system,obliging,
1715,reading,overdone,
1716,hospital,arabian,
1717,ward,disarray,
1718,smell,muddied,
1719,healing,veiled,
1720,politely,achieving,
1721,wrinkled,nickname,
1722,older,toying,
1723,fifty,curiously,
1724,spoken,handicap,
1725,died,redundancy,
1726,month,obliterated,
1727,chair,spoiling,
1728,dead,salvaged,
1729,law,nibbling,
1730,ages,faraway,
1731,fancy,elementary,
1732,terms,paradox,
1733,result,philosopher,
1734,severe,accommodating,
1735,depression,burdened,
1736,disease,catastrophe,
1737,humoring,turbulence,
1738,wife,acquaintance,
1739,born,archivist,
1740,keeps,enormously,
1741,telling,nudity,
1742,viewing,farfetched,
1743,field,amazement,
1744,series,dictate,
1745,misshapen,dictated,
1746,concentric,humorous,
1747,circles,swamp,
1748,patiently,wolves,
1749,glancing,bedlam,
1750,contact,hauling,
1751,remind,gabbling,
1752,separated,spurting,
1753,visual,disdainfully,
1754,representation,impulsively,
1755,vrep,skeptical,
1756,simulate,peddle,
1757,death,doubtfully,
1758,pc,morgue,
1759,accept,courteous,
1760,taste,debacle,
1761,smelling,intoxicating,
1762,roses,immensely,
1763,flowers,marvelously,
1764,grave,bobbed,
1765,sign,squirting,
1766,ill,raucous,
1767,cure,upgraded,
1768,works,hallucinogenic,
1769,admit,synch,
1770,solved,whales,
1771,ask,nutsoids,
1772,eva,ducking,
1773,memories,blotting,
1774,vivid,jiggled,
1775,peeped,faking,
1776,horizon,flailing,
1777,spilling,avalanche,
1778,lit,waxing,
1779,brilliant,laboriously,
1780,curves,framing,
1781,curled,marveling,
1782,banks,hurled,
1783,imaginary,slyly,
1784,familiar,hiatus,
1785,alien,wiggle,
1786,curved,medusa,
1787,mottled,unobserved,
1788,story,dormitory,
1789,snort,dylan,
1790,derision,unmoving,
1791,feelings,poetry,
1792,moon,groping,
1793,tides,unmade,
1794,causes,batting,
1795,truthful,shepherds,
1796,answer,bumping,
1797,week,horseshit,
1798,visit,souvenir,
1799,public,discharged,
1800,sixteen,airfield,
1801,replicated,feverishly,
1802,regretting,hindenburg,
1803,environment,tinkering,
1804,colleague,gargantuan,
1805,southern,barbecue,
1806,europe,gluey,
1807,sector,dorcas,
1808,news,overtook,
1809,number,hurtling,
1810,numbness,mopping,
1811,merely,mobility,
1812,handle,quadruple,
1813,routine,ubiquitous,
1814,peeling,psychopath,
1815,scalpel,incarcerated,
1816,motor,legendary,
1817,messy,canoga,
1818,graphic,spacious,
1819,fool,synthesis,
1820,mood,cycled,
1821,swings,scandinavian,
1822,extreme,berserk,
1823,predict,fetid,
1824,anywhere,abusive,
1825,equipment,toppled,
1826,assigned,january,
1827,term,tattered,
1828,okay,phantoms,
1829,burning,fleeting,
1830,fucking,disintegrated,
1831,scored,sync,
1832,caused,marquee,
1833,aspect,gondola,
1834,jealousy,ambiguity,
1835,success,coyness,
1836,school,desirable,
1837,fifteen,acknowledgment,
1838,troubled,erasure,
1839,worldview,unwanted,
1840,intelligent,undetectable,
1841,inflict,feeble,
1842,suffering,wagging,
1843,sentient,twinkling,
1844,beings,dwelling,
1845,discomfort,improbable,
1846,lived,expelled,
1847,forever,neutralize,
1848,risk,reproductive,
1849,mental,supervisory,
1850,interview,eliminated,
1851,deeply,obeying,
1852,damage,ambiguous,
1853,narrow,mutated,
1854,beam,polygon,
1855,reactions,october,
1856,mention,hideouts,
1857,clues,distinguishing,
1858,examined,graphics,
1859,color,dolphins,
1860,vanishing,fuzz,
1861,image,filipino,
1862,picture,agonized,
1863,inspection,earthquake,
1864,unusual,detritus,
1865,sane,elusive,
1866,healthy,indeterminate,
1867,creation,exoskeletons,
1868,committed,monstrosity,
1869,suicide,spontaneously,
1870,agreed,cynical,
1871,common,advertise,
1872,template,supervisors,
1873,hatchway,cupping,
1874,changing,schematics,
1875,subject,defunct,
1876,likes,tactfully,
1877,craft,bourgeois,
1878,dimming,unimaginative,
1879,rocking,hatting,
1880,diminish,fondly,
1881,twinge,forthcoming,
1882,whenever,heisenberg,
1883,mother,jailbreak,
1884,coma,riddance,
1885,decide,mercifully,
1886,comes,obscuring,
1887,anya,hawaii,
1888,pregnant,oahu,
1889,statement,vascular,
1890,waiting,humorlessly,
1891,historically,fiasco,
1892,speaking,instability,
1893,leave,hyperventilate,
1894,starvation,perpetuating,
1895,parents,dosage,
1896,lots,superiors,
1897,specializing,discipline,
1898,whose,unduly,
1899,partner,soreness,
1900,waved,obnoxious,
1901,concentrating,unqualified,
1902,bust,dramatically,
1903,needed,fanciful,
